"ccode","decade","pop","pop2","gdp","gdp2","lab","cra","edu","att","lif","hgt","pol","id","hom","bio","c2p","s2p","s2t","c2t","ine","region","ctr"
100,1980,8929,8929,6280.6993861,6043.799907,NA,NA,8.99,88.5,71.304,NA,4,0,2.878,0.673,2.79,0.28,2050,23189.1,23.33442114,"East. Europe and form. SU","Bulgaria"
100,1990,8346.8,8346.8,5045.835359,5596.900393,NA,NA,9.6,94.2,71.03,NA,19,32.22,4.283,0.673,2.77,0.27,2007,15066.9,23.85179323,"East. Europe and form. SU","Bulgaria"
100,2000,7527.22222222222,7527.22222222222,7322.0558193,5483.308819,NA,NA,10.62,97.5,72.557,NA,19,24.16,2.50555555555556,0.703,1.54,0.14,1045,12718.1111111111,49.05499,"East. Europe and form. SU","Bulgaria"
100,2010,8204,8204,8945.50966,8945.50966,NA,NA,11.28,98.6,NA,NA,NA,NA,NA,0.733,1.61,NA,NA,NA,36.85400047,"East. Europe and form. SU","Bulgaria"
104,1820,5153,5153,503.9931546,503.9931546,NA,NA,NA,NA,NA,NA,5,NA,NA,0.973,0,0,NA,NA,NA,"South and South-East Asia","Myanmar"
104,1830,7200,7200,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.971,0,0,NA,NA,NA,"South and South-East Asia","Myanmar"
104,1840,7600,7600,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.97,0,0,NA,NA,NA,"South and South-East Asia","Myanmar"
104,1850,3932,3932,NA,NA,NA,NA,NA,NA,NA,161.1,1,NA,NA,0.968,0,0,1,NA,30.4921,"South and South-East Asia","Myanmar"
104,1860,8900,8900,NA,NA,NA,NA,NA,NA,NA,164,1,NA,NA,0.965,0,0,1,NA,NA,"South and South-East Asia","Myanmar"
104,1870,4245,4245,503.8869258,503.8869258,NA,NA,0.03,0.7,NA,161.3,1,NA,NA,0.961,0,0,1,NA,46.06711,"South and South-East Asia","Myanmar"
104,1880,10700,10700,NA,NA,NA,NA,0.04,1.1,NA,160.698,1,NA,NA,0.957,0,0,1,NA,NA,"South and South-East Asia","Myanmar"
104,1890,7489,7489,NA,NA,NA,NA,0.2,5.6,NA,163,1,NA,NA,0.948,0,0,1,NA,32.98838,"South and South-East Asia","Myanmar"
104,1900,11025.1,11025.1,632.67448475,NA,NA,NA,0.44,12.1,NA,163.7,1,NA,NA,0.937,0,0,2,NA,NA,"South and South-East Asia","Myanmar"
104,1910,12475.1,12475.1,704.729198266667,NA,NA,NA,0.67,18.8,NA,NA,1,NA,NA,0.924,0,0,2,NA,NA,"South and South-East Asia","Myanmar"
104,1920,13712.6,13712.6,762.2299424,NA,NA,NA,0.89,24.1,30.8,160.103,1,NA,NA,0.908,0,0,10,847,NA,"South and South-East Asia","Myanmar"
104,1930,15405,15405,826.7576248,NA,NA,NA,1.09,29.1,NA,NA,1,NA,NA,0.906,0.05,0,63,838.8,NA,"South and South-East Asia","Myanmar"
104,1940,17232.3,17232.3,NA,NA,NA,NA,1.27,32.6,NA,164.8,1,NA,NA,0.904,0.05,0,65,237.1,NA,"South and South-East Asia","Myanmar"
104,1950,20921.4,20921.4,467.42173908,395.6863568,6.762863859,27.05145544,1.44,36.6,38.654,NA,19,0.72,NA,0.912,0.01,0,5,436.1,33.64804,"South and South-East Asia","Myanmar"
104,1960,24771,24771,598.29164114,563.5524849,NA,NA,2.39,53.4,46.9045,NA,19,10.55,NA,0.892,0.04,0,22,790.7,37.9760031,"South and South-East Asia","Myanmar"
104,1970,29971,29971,681.94004943,641.5878992,NA,NA,3.23,69.6,52.921,NA,4,0,NA,0.888,0.04,0,33,1138.4,44.27483,"South and South-East Asia","Myanmar"
104,1980,35957.3,35957.3,868.49447326,828.1856428,3.6761412184,5.8479592964,3.95,72.4,56.887,161.3,3,0,NA,0.892,0.04,0,35,1401.2,NA,"South and South-East Asia","Myanmar"
104,1990,41490.3,41490.3,945.32113203,785.7197462,1.9567729552,3.3467940227,4.68,82.5,60.4505,165.6,4,0,NA,0.892,0.03,0,18,1721.1,NA,"South and South-East Asia","Myanmar"
104,2000,46079.2222222222,46079.2222222222,2251.5140915,1337.126672,3.263310773,4.8023611024,5.21,88,63.4895,167.1,4,0,1.775,0.887,0.05,0,30,2816.11111111111,NA,"South and South-East Asia","Myanmar"
104,2010,50496,50496,3708.939177,3708.939177,NA,NA,5.7,96.5,NA,NA,NA,NA,NA,0.868,0.04,NA,NA,NA,NA,"South and South-East Asia","Myanmar"
108,1820,824,824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897,0,0,NA,NA,NA,"Sub-Saharan Africa","Burundi"
108,1830,832,832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897,0,0,NA,NA,NA,"Sub-Saharan Africa","Burundi"
108,1840,841,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896,0,0,NA,NA,NA,"Sub-Saharan Africa","Burundi"
108,1850,849,849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896,0,0,0,NA,NA,"Sub-Saharan Africa","Burundi"
108,1860,858,858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895,0,0,0,NA,NA,"Sub-Saharan Africa","Burundi"
108,1870,915,915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.889,0,0,0,NA,NA,"Sub-Saharan Africa","Burundi"
108,1880,976,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882,0,0,0,NA,NA,"Sub-Saharan Africa","Burundi"
108,1890,1041,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875,0,0,0,NA,NA,"Sub-Saharan Africa","Burundi"
108,1900,1111,1111,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.868,0,0,0,NA,NA,"Sub-Saharan Africa","Burundi"
108,1910,1185,1185,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.86,0,0,0,NA,43.69366,"Sub-Saharan Africa","Burundi"
108,1920,1421,1421,NA,NA,NA,NA,NA,NA,NA,166.14,1,NA,NA,0.833,0,0,0,NA,NA,"Sub-Saharan Africa","Burundi"
108,1930,1706,1706,NA,NA,NA,NA,NA,NA,NA,169.355,1,NA,NA,0.801,0,0,0,NA,48.07,"Sub-Saharan Africa","Burundi"
108,1940,2047,2047,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.762,0,0,0,NA,NA,"Sub-Saharan Africa","Burundi"
108,1950,2506.8,2506.8,402.43768131,360.1424594,NA,NA,NA,NA,39.78,NA,1,NA,NA,0.716,0,0,0,NA,NA,"Sub-Saharan Africa","Burundi"
108,1960,3138.5,3138.5,424.07260959,443.6447693,3.6254367355,6.7068986675,0.7,NA,42.7845,NA,1,NA,NA,0.662,0,0,0,13.625,NA,"Sub-Saharan Africa","Burundi"
108,1970,3709.3,3709.3,563.07761647,540.186048,2.504820246,5.67974268525,0.71,NA,45.334,NA,4,0,NA,0.577,0,0,0,18.3,NA,"Sub-Saharan Africa","Burundi"
108,1980,4852.7,4852.7,656.44171125,603.3705418,4.4701376605,11.616056580875,0.97,NA,48.3685,NA,4,0,NA,0.535,0.01,0,0,39.9,NA,"Sub-Saharan Africa","Burundi"
108,1990,5929.6,5929.6,611.26320263,704.617689,NA,NA,1.05,NA,46.938,NA,4,0,NA,0.531,0.01,0,0,58.6,41.15252,"Sub-Saharan Africa","Burundi"
108,2000,7576.33333333333,7576.33333333333,482.906726,495.9769889,NA,NA,1.97,NA,50.1355,161.3,10,0,28.55,0.507,0.01,0,0,68.5555555555556,NA,"Sub-Saharan Africa","Burundi"
108,2010,8519,8519,NA,NA,NA,NA,2.33,NA,NA,NA,NA,NA,NA,0.51,0.01,NA,NA,NA,NA,"Sub-Saharan Africa","Burundi"
112,1820,2736,2736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.905,0,0,NA,0,NA,"East. Europe and form. SU","Belarus"
112,1830,2964,2964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897,0,0,NA,0,NA,"East. Europe and form. SU","Belarus"
112,1840,3211,3211,NA,NA,NA,NA,NA,NA,NA,163.9,NA,NA,NA,0.888,0,0,NA,0,NA,"East. Europe and form. SU","Belarus"
112,1850,3479,3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.879,0,0,1,1.4,NA,"East. Europe and form. SU","Belarus"
112,1860,3768,3768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869,0,0,2,16,NA,"East. Europe and form. SU","Belarus"
112,1870,4082,4082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858,0.01,0,2,69.1,NA,"East. Europe and form. SU","Belarus"
112,1880,4423,4423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846,0.03,0,3,175.1,NA,"East. Europe and form. SU","Belarus"
112,1890,4791,4791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833,0.05,0,3,398.5,NA,"East. Europe and form. SU","Belarus"
112,1900,5191,5191,NA,NA,NA,NA,NA,NA,36.2,166.5,NA,NA,NA,0.819,0.14,0,5,767.8,NA,"East. Europe and form. SU","Belarus"
112,1910,5623,5623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804,0.16,0,6,868.8,NA,"East. Europe and form. SU","Belarus"
112,1920,6092,6092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788,0.05,0,3,611.7,NA,"East. Europe and form. SU","Belarus"
112,1930,6599,6599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.2,0,8,2677,NA,"East. Europe and form. SU","Belarus"
112,1940,7149,7149,NA,NA,NA,NA,3.19,NA,NA,NA,NA,NA,NA,0.75,0.63,0,30,4082.4,NA,"East. Europe and form. SU","Belarus"
112,1950,7779.35,7779.35,NA,NA,NA,NA,NA,NA,63.7802,NA,NA,NA,NA,0.729,0.82,0.01,93,9419.5,NA,"East. Europe and form. SU","Belarus"
112,1960,8562,8562,NA,NA,NA,NA,4.74,NA,72.701,NA,NA,NA,NA,0.713,1.76,0.03,221,17183,NA,"East. Europe and form. SU","Belarus"
112,1970,9316.2,9316.2,5232.846116,NA,NA,NA,6.35,NA,72.305,NA,NA,NA,NA,0.717,2.79,0.06,434,26468,NA,"East. Europe and form. SU","Belarus"
112,1980,9935.2,9935.2,NA,NA,NA,NA,8.28,NA,71.525,176.4,NA,NA,5.17428571428571,0.717,4.09,0.09,667,34205.1,NA,"East. Europe and form. SU","Belarus"
112,1990,10178.3,10178.3,5869.5950777,7194.294677,5.607998333,8.9164894008,9.53,NA,69.166,NA,NA,NA,10.128,0.717,4.47,0.08,624,21849.9,NA,"East. Europe and form. SU","Belarus"
112,2000,9859.55555555555,9859.55555555555,9358.1211726,6475.26647,10.8775043948,15.851421176,9.86,NA,69.178,NA,4,7.2,9.68428571428571,0.736,2.07,0.02,136,15987.2222222222,35.17899,"East. Europe and form. SU","Belarus"
112,2010,8607,8607,13658.55457,13658.55457,NA,NA,10.2,NA,NA,NA,NA,NA,NA,0.752,2.03,NA,NA,NA,31.65604482,"East. Europe and form. SU","Belarus"
116,1820,2090,2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981,0,0,NA,NA,NA,"South and South-East Asia","Cambodia"
116,1830,2130,2130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981,0,0,NA,NA,NA,"South and South-East Asia","Cambodia"
116,1840,2181,2181,NA,NA,NA,NA,NA,NA,NA,161.6,NA,NA,NA,0.98,0,0,NA,NA,NA,"South and South-East Asia","Cambodia"
116,1850,2232,2232,NA,NA,NA,NA,NA,NA,NA,163.2,NA,NA,NA,0.98,0,0,1,NA,NA,"South and South-East Asia","Cambodia"
116,1860,2286,2286,NA,NA,NA,NA,NA,NA,NA,164.9,NA,NA,NA,0.979,0,0,1,NA,NA,"South and South-East Asia","Cambodia"
116,1870,2340,2340,NA,NA,NA,NA,NA,NA,NA,159,NA,NA,NA,0.979,0,0,1,NA,NA,"South and South-East Asia","Cambodia"
116,1880,2496,2496,NA,NA,NA,NA,NA,NA,NA,161.7,NA,NA,NA,0.977,0,0,1,NA,NA,"South and South-East Asia","Cambodia"
116,1890,2674,2674,NA,NA,NA,NA,NA,NA,NA,160.4,NA,NA,NA,0.974,0,0,1,NA,NA,"South and South-East Asia","Cambodia"
116,1900,2865,2865,NA,NA,NA,NA,NA,NA,NA,158.3,NA,NA,NA,0.971,0,0,1,NA,NA,"South and South-East Asia","Cambodia"
116,1910,3070,3070,NA,NA,NA,NA,NA,NA,NA,160.6,NA,NA,NA,0.968,0,0,1,NA,NA,"South and South-East Asia","Cambodia"
116,1920,3265,3265,NA,NA,NA,NA,NA,NA,NA,158.5,NA,NA,NA,0.964,0,0,1,NA,NA,"South and South-East Asia","Cambodia"
116,1930,3592,3592,NA,NA,NA,NA,NA,NA,NA,158.4,NA,NA,NA,0.951,0,0,1,NA,NA,"South and South-East Asia","Cambodia"
116,1940,3951,3951,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,0.935,0,0,2,NA,NA,"South and South-East Asia","Cambodia"
116,1950,5011.5,5011.5,545.32792827,481.9767533,NA,NA,4.64,NA,40.6225,162.361,NA,NA,NA,0.916,0,0,2,44,NA,"South and South-East Asia","Cambodia"
116,1960,6526,6526,693.85937534,670.5173537,NA,NA,4.72,NA,41.699,162.84,2,0,NA,0.874,0.01,0,3,128,NA,"South and South-East Asia","Cambodia"
116,1970,7259.2,7259.2,685.61856005,646.998367,3.26473020775,8.343941458,4.88,NA,26.2335,162.674,4,0,NA,0.877,0.05,0,3,55.3,NA,"South and South-East Asia","Cambodia"
116,1980,7844.6,7844.6,903.6433424,828.2495074,NA,NA,5.15,NA,50.876,162.453,NA,0,NA,0.908,0.01,0,3,106.1,NA,"South and South-East Asia","Cambodia"
116,1990,10926.8,10926.8,1019.33153425,881.2604539,7.29108400357143,9.672391992,5.37,NA,58.013,NA,12,0,5.3,0.838,0.01,0,5,143.3,NA,"South and South-East Asia","Cambodia"
116,2000,13307,13307,1859.3586743,1328.573666,12.479633945,17.82806347,5.63,NA,67.002,163.9,13,5.43,3.71666666666667,0.83,0.01,0,10,495.888888888889,NA,"South and South-East Asia","Cambodia"
116,2010,15053,15053,2449.888926,2449.888926,NA,NA,5.89,NA,NA,NA,NA,NA,NA,0.806,0.01,NA,NA,NA,NA,"South and South-East Asia","Cambodia"
120,1820,1883,1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968,0,0,NA,NA,56.15,"Sub-Saharan Africa","Cameroon"
120,1830,1899,1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967,0,0,NA,NA,NA,"Sub-Saharan Africa","Cameroon"
120,1840,1915,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967,0,0,NA,NA,NA,"Sub-Saharan Africa","Cameroon"
120,1850,1931,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967,0,0,0,NA,NA,"Sub-Saharan Africa","Cameroon"
120,1860,1947,1947,NA,NA,NA,NA,NA,NA,NA,165.145,NA,NA,NA,0.966,0,0,0,NA,NA,"Sub-Saharan Africa","Cameroon"
120,1870,1987,1987,NA,NA,NA,NA,0.02,0.5,NA,165.715,NA,NA,NA,0.966,0,0,0,NA,NA,"Sub-Saharan Africa","Cameroon"
120,1880,2027,2027,NA,NA,NA,NA,0.03,0.7,NA,166.556,NA,NA,NA,0.965,0,0,0,NA,NA,"Sub-Saharan Africa","Cameroon"
120,1890,2069,2069,NA,NA,NA,NA,0.04,1,NA,164.085,1,NA,NA,0.964,0,0,0,NA,33.04797,"Sub-Saharan Africa","Cameroon"
120,1900,2111,2111,NA,NA,NA,NA,0.05,1.2,NA,166.738,1,NA,NA,0.963,0,0,0,NA,NA,"Sub-Saharan Africa","Cameroon"
120,1910,2154,2154,NA,NA,NA,NA,0.05,1.2,NA,168.765,1,NA,NA,0.962,0,0,0,NA,42.42954,"Sub-Saharan Africa","Cameroon"
120,1920,2585,2585,NA,NA,NA,NA,0.05,1.2,NA,166.657,1,NA,NA,0.955,0,0,1,NA,NA,"Sub-Saharan Africa","Cameroon"
120,1930,3102,3102,NA,NA,NA,NA,0.06,1.4,28.75,169.5,1,NA,NA,0.945,0,0,1,NA,44.35,"Sub-Saharan Africa","Cameroon"
120,1940,3722,3722,NA,NA,NA,NA,0.26,5.9,NA,NA,1,NA,NA,0.934,0,0,1,NA,NA,"Sub-Saharan Africa","Cameroon"
120,1950,4826.75,4826.75,745.96906353,670.9511292,NA,NA,0.61,11.7,39.4985,171.251,1,NA,NA,0.921,0.01,0,2,63.4,39.44976,"Sub-Saharan Africa","Cameroon"
120,1960,6069.7,6069.7,882.41946571,832.0008841,NA,NA,1.37,24.3,43.7675,171.519,5,21.66,NA,0.904,0.01,0,3,100.2,49.77486,"Sub-Saharan Africa","Cameroon"
120,1970,7502.3,7502.3,1038.8963807,981.8406776,NA,NA,1.88,30.5,48.739,171.585,4,0,NA,0.897,0.03,0,6,316.7,50.5085,"Sub-Saharan Africa","Cameroon"
120,1980,10085.2,10085.2,1452.4421312,1191.602667,NA,NA,3.05,48.6,52.7285,170.967,3,0,NA,0.882,0.12,0,12,1295.8,38.36068,"Sub-Saharan Africa","Cameroon"
120,1990,13433.8,13433.8,1043.00231843,1211.073247,NA,NA,4.1,65.2,53.1425,168.3,3,0.4,NA,0.878,0.04,0,16,867.4,NA,"Sub-Saharan Africa","Cameroon"
120,2000,16883.6666666667,16883.6666666667,1139.0944217,1076.170042,NA,NA,4.66,70,52.1585,168,7,1.82,17.9,0.878,0.06,0.01,107,1158.11111111111,NA,"Sub-Saharan Africa","Cameroon"
120,2010,19958,19958,1179.336742,1179.336742,NA,NA,5.1,77,NA,NA,NA,NA,NA,0.871,0.06,NA,NA,NA,NA,"Sub-Saharan Africa","Cameroon"
124,1820,1095.5,1095.5,904.4117647,904.4117647,NA,NA,NA,NA,NA,171.5,NA,NA,NA,0.997,0,0,NA,1,45.14,"W. Offshoots","Canada"
124,1830,1169,1169,1000,1000,NA,NA,NA,NA,39.0464,171.5,NA,NA,NA,0.997,0,0,NA,1,NA,"W. Offshoots","Canada"
124,1840,1697,1697,1162.050678,1162.050678,NA,NA,NA,NA,40.3172,170.4,NA,NA,NA,0.996,0,0,NA,4.6,NA,"W. Offshoots","Canada"
124,1850,2485,2485,1329.577465,1329.577465,NA,NA,NA,NA,41.05968,172.466,NA,NA,NA,0.995,0.01,0,4,42.7,26.73701,"W. Offshoots","Canada"
124,1860,3369,3369,1450.578807,1450.578807,NA,NA,NA,NA,41.59504,172,NA,NA,NA,0.993,0.03,0,8,230.1,NA,"W. Offshoots","Canada"
124,1870,4034.6,4034.6,1740.4606036,1694.525258,NA,NA,5.71,94.8,42.5568,171.2,15,3.89,NA,0.991,0.09,0,15,490.1,43.79224,"W. Offshoots","Canada"
124,1880,4633,4633,2104.19094,1815.886861,NA,NA,6.2,100,44.72976,171.2,15,6.02,NA,0.989,0.32,0.01,47,2336.9,NA,"W. Offshoots","Canada"
124,1890,5146.9,5146.9,2446.212976,2378.377389,NA,NA,6.68,100,45.17416,170.7,20,7.71,NA,0.985,0.67,0.02,112,4034.3,41.22997,"W. Offshoots","Canada"
124,1900,6130,6130,3465.6692777,2911.266264,NA,NA,7.1,100,48.63448,169.9,20,8.58,NA,0.984,1.02,0.04,199,9381.5,NA,"W. Offshoots","Canada"
124,1910,7974.9,7974.9,4326.7001205,4065.761269,NA,NA,7.63,100,52.51064,171.5,20,8.72,1.53,0.974,1.95,0.09,624,19521,40.66906144,"W. Offshoots","Canada"
124,1920,9521.4,9521.4,4288.5973332,3861.476245,40.5462710775,76.325873195,8.04,100,57.9966666666667,173,20,7.18,1.405,0.964,2.6,0.12,1057,23178.5,NA,"W. Offshoots","Canada"
124,1930,11063,11063,4140.9467754,4810.6045,56.191165824,103.530953917,8.48,100,61.874,172.7,21,19.19,1.376,0.957,2.46,0.17,1769,22620.8,41.95,"W. Offshoots","Canada"
124,1940,12444.6,12444.6,6843.9519313,5368.24538,52.1485720911111,89.85016651,8.83,100,65.646,174.6,21,18.23,1.118,0.957,2.54,0.27,3135,36965.2,NA,"W. Offshoots","Canada"
124,1950,15878.6,15878.6,8101.1873217,7291.479766,76.06465672,117.183573675,9.15,100,69.548,177,21,22.13,1.06,0.953,3.06,0.24,3298,46639.1,36.27373991,"W. Offshoots","Canada"
124,1960,19887.2,19887.2,10231.6646083,8752.507628,85.12820518,126.5365495,9.54,100,71.668,178.3,21,20.15,1.401,0.953,2.94,0.24,4210,66746.7,34.57147183,"W. Offshoots","Canada"
124,1970,23033.2,23033.2,14201.917564,12050.49052,192.434526683333,237.8504653,9.9,100,73.54,178.8,21,20.94,2.375,0.953,4.11,0.24,5152,102958.8,33.78041686,"W. Offshoots","Canada"
124,1980,25882.3,25882.3,17323.369105,16175.70639,161.081318916667,189.548367983333,11.21,100,76.227,179.6,21,25.61,2.179,0.955,4.73,0.16,4035,109347.6,33.51523599,"W. Offshoots","Canada"
124,1990,29413.4,29413.4,19323.809832,18872.38851,126.431579733333,140.076651333333,12.2,100,78.091,NA,21,28.76,1.781,0.953,4.22,0.11,3079,119618.8,31.88074,"W. Offshoots","Canada"
124,2000,32087.1111111111,32087.1111111111,24006.406753,22487.70819,119.692463544444,142.719360611111,12.84,100,80.214,NA,21,24.16,1.55777777777778,0.953,4.61,0.07,2235,144369,41.06142934,"W. Offshoots","Canada"
124,2010,33890,33890,24941.23563,24941.23563,NA,NA,13.08,100,NA,NA,NA,NA,NA,0.956,4.45,NA,NA,NA,44.7,"W. Offshoots","Canada"
132,1820,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976,0,0,NA,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1830,56,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974,0,0,NA,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1840,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972,0,0,NA,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1850,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0,0,0,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1860,71,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967,0,0,0,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1870,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965,0,0,0,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1880,83,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962,0,0,0,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1890,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.959,0,0,0,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1900,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.956,0,0,0,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1910,106,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953,0,0,0,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1920,115,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.949,0,0,0,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1930,125,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.945,0,0,0,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1940,135,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.941,0,0,0,NA,NA,"Sub-Saharan Africa","Cape Verde"
132,1950,156.75,156.75,461.2228325,449.6476245,NA,NA,NA,NA,48.413,NA,NA,NA,NA,0.937,0.19,0,0,9.8,NA,"Sub-Saharan Africa","Cape Verde"
132,1960,228.5,228.5,565.48095075,507.520266,NA,NA,NA,NA,49.941,NA,NA,NA,NA,0.915,0.03,0,0,6.5,NA,"Sub-Saharan Africa","Cape Verde"
132,1970,280.3,280.3,551.31036571,618.9589509,NA,10.5486165855,NA,NA,56.4425,NA,NA,NA,NA,0.914,0.04,0,0,26,NA,"Sub-Saharan Africa","Cape Verde"
132,1980,317.4,317.4,1036.32247554,840.5445756,10.3787644715,30.337986145,NA,NA,63.604,168.986,NA,0,1.01,0.913,0.11,0,0,18.8,NA,"Sub-Saharan Africa","Cape Verde"
132,1990,374.4,374.4,1341.7510519,1233.4453,NA,NA,NA,NA,67.7565,NA,NA,0,NA,0.903,0.07,0,0,33.2,NA,"Sub-Saharan Africa","Cape Verde"
132,2000,415.222222222222,415.222222222222,2182.66006688889,1775.606209,NA,NA,NA,NA,72.0805,NA,NA,12.06,11.9,0.894,0.12,0,0,71.3333333333333,NA,"Sub-Saharan Africa","Cape Verde"
132,2010,513,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883,0.13,NA,NA,NA,NA,"Sub-Saharan Africa","Cape Verde"
136,1820,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1830,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1840,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1850,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1860,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1870,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1880,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1890,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1900,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1910,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1920,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1930,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1940,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Latin America and Carib.","Cayman Islands"
136,1950,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.5,NA,"Latin America and Carib.","Cayman Islands"
136,1960,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0,0,4.5,NA,"Latin America and Carib.","Cayman Islands"
136,1970,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6675,NA,0.99,0,0,17,NA,"Latin America and Carib.","Cayman Islands"
